Month,Year,Full-time,Part-time,Grand Total,Quarter,AirlineID
1,2014,44318,1329,45647,1,WN
2,2014,44430,1321,45751,1,WN
3,2014,44492,1341,45833,1,WN
4,2014,44533,1368,45901,2,WN
5,2014,44653,1377,46030,2,WN
6,2014,44814,1388,46202,2,WN
7,2014,44815,1415,46230,3,WN
8,2014,44871,1396,46267,3,WN
9,2014,45020,1459,46479,3,WN
10,2014,45349,1492,46841,4,WN
11,2014,45552,1494,47046,4,WN
12,2014,45533,1490,47023,4,WN
1,2015,45840,1495,47335,1,WN
2,2015,46016,1536,47552,1,WN
3,2015,46219,1571,47790,1,WN
4,2015,46363,1631,47994,2,WN
5,2015,46678,1635,48313,2,WN
6,2015,46808,1674,48482,2,WN
7,2015,47054,1642,48696,3,WN
8,2015,47329,1679,49008,3,WN
9,2015,47774,1736,49510,3,WN
10,2015,48313,1707,50020,4,WN
11,2015,48744,1668,50412,4,WN
12,2015,48757,1652,50409,4,WN
1,2016,49127,1707,50834,1,WN
2,2016,49575,1747,51322,1,WN
3,2016,50021,1779,51800,1,WN
4,2016,50558,1770,52328,2,WN
5,2016,50985,1805,52790,2,WN
6,2016,51413,1775,53188,2,WN
7,2016,51650,1789,53439,3,WN
8,2016,51920,1837,53757,3,WN
9,2016,52122,1899,54021,3,WN
10,2016,52504,1952,54456,4,WN
11,2016,52727,1902,54629,4,WN
12,2016,52620,1831,54451,4,WN
1,2017,53120,1861,54981,1,WN
2,2017,53622,1858,55480,1,WN
3,2017,53726,1852,55578,1,WN
4,2017,53910,1851,55761,2,WN
5,2017,54190,1850,56040,2,WN
6,2017,54439,1816,56255,2,WN
7,2017,54455,1801,56256,3,WN
8,2017,54503,1862,56365,3,WN
9,2017,54730,1882,56612,3,WN
10,2017,55068,1839,56907,4,WN
11,2017,55103,1927,57030,4,WN
12,2017,55143,1934,57077,4,WN
1,2018,55486,2081,57567,1,WN
2,2018,55776,2117,57893,1,WN
3,2018,56036,2152,58188,1,WN
4,2018,56367,2232,58599,2,WN
5,2018,56614,2218,58832,2,WN
6,2018,56550,2248,58798,2,WN
7,2018,56678,2375,59053,3,WN
8,2018,56928,2414,59342,3,WN
9,2018,57369,2380,59749,3,WN
10,2018,57599,2376,59975,4,WN
11,2018,57679,2346,60025,4,WN
12,2018,57624,2358,59982,4,WN
1,2019,57902,2361,60263,1,WN
2,2019,58156,2292,60448,1,WN
3,2019,58312,2247,60559,1,WN
4,2019,58474,2255,60729,2,WN
5,2019,58517,2240,60757,2,WN
6,2019,58698,2190,60888,2,WN
7,2019,58873,2184,61057,3,WN
8,2019,59053,2235,61288,3,WN
9,2019,59453,2274,61727,3,WN
10,2019,59657,2308,61965,4,WN
11,2019,59605,2282,61887,4,WN
12,2019,59629,2276,61905,4,WN
1,2020,59914,2302,62216,1,WN
2,2020,60092,2344,62436,1,WN
3,2020,59763,2318,62081,1,WN
4,2020,59866,2325,62191,2,WN
5,2020,60012,2333,62345,2,WN
6,2020,59947,2341,62288,2,WN
7,2020,59726,2318,62044,3,WN
8,2020,59355,2333,61688,3,WN
9,2020,56834,2194,59028,3,WN
10,2020,55992,2142,58134,4,WN
11,2020,55845,2109,57954,4,WN
12,2020,55500,2074,57574,4,WN
1,2021,55370,2055,57425,1,WN
2,2021,55325,2019,57344,1,WN
3,2021,55065,1972,57037,1,WN
4,2021,54761,1919,56680,2,WN
5,2021,54191,1832,56023,2,WN
6,2021,53602,1691,55293,2,WN
7,2021,53197,1615,54812,3,WN
8,2021,53039,1473,54512,3,WN
9,2021,53269,1429,54698,3,WN
10,2021,53367,1381,54748,4,WN
11,2021,53926,1335,55261,4,WN
12,2021,54439,1307,55746,4,WN
1,2022,55602,1276,56878,1,WN
2,2022,56945,1240,58185,1,WN
3,2022,58270,1189,59459,1,WN
4,2022,59705,1212,60917,2,WN
5,2022,60737,1303,62040,2,WN
6,2022,61619,1428,63047,2,WN
7,2022,62448,1570,64018,3,WN
8,2022,62677,1673,64350,3,WN
9,2022,63238,1770,65008,3,WN
10,2022,64297,1818,66115,4,WN
11,2022,65424,1632,67056,4,WN
12,2022,65881,1549,67430,4,WN
1,2023,66965,1523,68488,1,WN
2,2023,68154,1468,69622,1,WN
3,2023,69137,1462,70599,1,WN
4,2023,69770,1526,71296,2,WN
5,2023,70132,1455,71587,2,WN
6,2023,70590,1417,72007,2,WN
7,2023,71846,1349,73195,3,WN
8,2023,72659,1340,73999,3,WN
9,2023,73480,1401,74881,3,WN
10,2023,73998,1371,75369,4,WN
11,2023,74294,1384,75678,4,WN
12,2023,74046,1519,75565,4,WN
1,2024,74033,1672,75705,1,WN
2,2024,73967,1780,75747,1,WN
3,2024,73734,1921,75655,1,WN
4,2024,73783,2128,75911,2,WN
5,2024,73462,2155,75617,2,WN
6,2024,72946,2270,75216,2,WN
7,2024,72564,2333,74897,3,WN
8,2024,72299,2311,74610,3,WN
9,2024,72276,2374,74650,3,WN
10,2024,72259,2555,74814,4,WN
11,2024,71877,2557,74434,4,WN
12,2024,71206,2487,73693,4,WN
2,2000,275,175,450,1,B6
3,2000,310,195,505,1,B6
4,2000,360,210,570,2,B6
5,2000,424,161,585,2,B6
6,2000,452,176,628,2,B6
7,2000,532,186,718,3,B6
8,2000,590,227,817,3,B6
9,2000,689,258,947,3,B6
10,2000,764,277,1041,4,B6
11,2000,796,189,985,4,B6
12,2000,833,325,1158,4,B6
1,2001,967,373,1340,1,B6
2,2001,1123,393,1516,1,B6
3,2001,1137,384,1521,1,B6
4,2001,1214,392,1606,2,B6
5,2001,1221,452,1673,2,B6
6,2001,1272,498,1770,2,B6
7,2001,1345,524,1869,3,B6
8,2001,1407,560,1967,3,B6
9,2001,1509,556,2065,3,B6
10,2001,1551,598,2149,4,B6
11,2001,1644,626,2270,4,B6
12,2001,1700,661,2361,4,B6
1,2002,1927,645,2572,1,B6
2,2002,2030,613,2643,1,B6
3,2002,2145,604,2749,1,B6
4,2002,2271,637,2908,2,B6
5,2002,2349,645,2994,2,B6
6,2002,2455,638,3093,2,B6
7,2002,2607,703,3310,3,B6
8,2002,2697,751,3448,3,B6
9,2002,2884,730,3614,3,B6
10,2002,3152,638,3790,4,B6
11,2002,3275,683,3958,4,B6
12,2002,3359,652,4011,4,B6
1,2003,3538,755,4293,1,B6
2,2003,3639,444,4083,1,B6
3,2003,3679,731,4410,1,B6
4,2003,3870,742,4612,2,B6
5,2003,4123,743,4866,2,B6
6,2003,4057,780,4837,2,B6
7,2003,4108,801,4909,3,B6
8,2003,4232,784,5016,3,B6
9,2003,4393,813,5206,3,B6
10,2003,4491,863,5354,4,B6
11,2003,4779,828,5607,4,B6
12,2003,4704,849,5553,4,B6
1,2004,4810,875,5685,1,B6
2,2004,4861,918,5779,1,B6
3,2004,5021,945,5966,1,B6
4,2004,5074,970,6044,2,B6
5,2004,5208,1059,6267,2,B6
6,2004,5340,1116,6456,2,B6
7,2004,5477,1149,6626,3,B6
8,2004,5600,1205,6805,3,B6
9,2004,5603,1305,6908,3,B6
10,2004,5758,1336,7094,4,B6
11,2004,5900,1414,7314,4,B6
12,2004,5956,1443,7399,4,B6
1,2005,6131,1436,7567,1,B6
2,2005,6160,1422,7582,1,B6
3,2005,6287,1412,7699,1,B6
4,2005,6363,1435,7798,2,B6
5,2005,6507,1482,7989,2,B6
6,2005,6741,1527,8268,2,B6
7,2005,6885,1577,8462,3,B6
8,2005,6979,1520,8499,3,B6
9,2005,7109,1551,8660,3,B6
10,2005,7336,1593,8929,4,B6
11,2005,7490,1614,9104,4,B6
12,2005,7647,1601,9248,4,B6
1,2006,7930,1763,9693,1,B6
2,2006,8045,1827,9872,1,B6
3,2006,8233,2015,10248,1,B6
4,2006,8415,2065,10480,2,B6
5,2006,8551,2058,10609,2,B6
6,2006,8646,2058,10704,2,B6
7,2006,8663,2026,10689,3,B6
8,2006,8580,2041,10621,3,B6
9,2006,8568,2104,10672,3,B6
10,2006,8521,2168,10689,4,B6
11,2006,8465,2219,10684,4,B6
12,2006,8393,2231,10624,4,B6
1,2007,8378,2320,10698,1,B6
2,2007,8329,2276,10605,1,B6
3,2007,8418,2268,10686,1,B6
4,2007,8402,2364,10766,2,B6
5,2007,8360,2479,10839,2,B6
6,2007,8375,2599,10974,2,B6
7,2007,8351,2507,10858,3,B6
8,2007,8320,2577,10897,3,B6
9,2007,8331,2643,10974,3,B6
10,2007,8410,2788,11198,4,B6
11,2007,8707,2811,11518,4,B6
12,2007,8721,2847,11568,4,B6
1,2008,8918,2959,11877,1,B6
2,2008,8942,3007,11949,1,B6
3,2008,9000,3026,12026,1,B6
4,2008,9115,3039,12154,2,B6
5,2008,9111,2999,12110,2,B6
6,2008,9056,2934,11990,2,B6
7,2008,8969,2909,11878,3,B6
8,2008,8902,2877,11779,3,B6
9,2008,8834,2928,11762,3,B6
10,2008,8886,2947,11833,4,B6
11,2008,8901,2991,11892,4,B6
12,2008,8902,2950,11852,4,B6
1,2009,9019,2995,12014,1,B6
2,2009,9047,2983,12030,1,B6
3,2009,9027,2995,12022,1,B6
4,2009,9194,3138,12332,2,B6
5,2009,9200,3139,12339,2,B6
6,2009,9202,3147,12349,2,B6
7,2009,9157,3246,12403,3,B6
8,2009,9260,3323,12583,3,B6
9,2009,9115,3325,12440,3,B6
10,2009,9146,3310,12456,4,B6
11,2009,9182,3328,12510,4,B6
12,2009,9180,3352,12532,4,B6
1,2010,9371,3207,12578,1,B6
2,2010,9567,3268,12835,1,B6
3,2010,9667,3133,12800,1,B6
4,2010,9651,3097,12748,2,B6
5,2010,9698,3150,12848,2,B6
6,2010,9622,3223,12845,2,B6
7,2010,9620,3206,12826,3,B6
8,2010,9539,3223,12762,3,B6
9,2010,9482,3236,12718,3,B6
10,2010,9568,3353,12921,4,B6
11,2010,9606,3357,12963,4,B6
12,2010,9626,3322,12948,4,B6
1,2011,9720,3404,13124,1,B6
2,2011,9741,3433,13174,1,B6
3,2011,9851,3440,13291,1,B6
4,2011,9977,3535,13512,2,B6
5,2011,10104,3537,13641,2,B6
6,2011,10217,3597,13814,2,B6
7,2011,10150,3572,13722,3,B6
8,2011,10155,3526,13681,3,B6
9,2011,10146,3638,13784,3,B6
10,2011,10236,3743,13979,4,B6
11,2011,10240,3725,13965,4,B6
12,2011,10243,3779,14022,4,B6
1,2012,10467,3765,14232,1,B6
2,2012,10555,3807,14362,1,B6
3,2012,10606,3829,14435,1,B6
4,2012,10664,3860,14524,2,B6
5,2012,10800,3868,14668,2,B6
6,2012,10774,3834,14608,2,B6
7,2012,10788,3756,14544,3,B6
8,2012,10721,3683,14404,3,B6
9,2012,10592,3715,14307,3,B6
10,2012,10617,3777,14394,4,B6
11,2012,10574,3781,14355,4,B6
12,2012,10573,3774,14347,4,B6
1,2013,10703,3779,14482,1,B6
2,2013,10786,3784,14570,1,B6
3,2013,10852,3845,14697,1,B6
4,2013,10972,3799,14771,2,B6
5,2013,11099,3819,14918,2,B6
6,2013,11123,3812,14935,2,B6
7,2013,11115,3766,14881,3,B6
8,2013,11128,3739,14867,3,B6
9,2013,11042,3826,14868,3,B6
10,2013,11059,3867,14926,4,B6
11,2013,11019,3942,14961,4,B6
12,2013,11021,3862,14883,4,B6
1,2014,11184,3870,15054,1,B6
2,2014,11361,3879,15240,1,B6
3,2014,11546,3933,15479,1,B6
4,2014,11669,3937,15606,2,B6
5,2014,11747,4020,15767,2,B6
6,2014,11408,4030,15438,2,B6
7,2014,11502,4021,15523,3,B6
8,2014,11465,3981,15446,3,B6
9,2014,11392,3977,15369,3,B6
10,2014,11581,4033,15614,4,B6
11,2014,11646,4061,15707,4,B6
12,2014,11642,4046,15688,4,B6
1,2015,11690,4122,15812,1,B6
2,2015,11829,4144,15973,1,B6
3,2015,11852,4255,16107,1,B6
4,2015,12106,4481,16587,2,B6
5,2015,12308,4567,16875,2,B6
6,2015,12435,4566,17001,2,B6
7,2015,12510,4588,17098,3,B6
8,2015,12555,4633,17188,3,B6
9,2015,12587,4580,17167,3,B6
10,2015,12679,4669,17348,4,B6
11,2015,12833,4761,17594,4,B6
12,2015,12833,4771,17604,4,B6
1,2016,12861,4787,17648,1,B6
2,2016,12987,4791,17778,1,B6
3,2016,13104,4706,17810,1,B6
4,2016,13221,4815,18036,2,B6
5,2016,13328,4817,18145,2,B6
6,2016,13530,4838,18368,2,B6
7,2016,13705,4848,18553,3,B6
8,2016,13842,4849,18691,3,B6
9,2016,13903,4841,18744,3,B6
10,2016,14032,4925,18957,4,B6
11,2016,14191,4980,19171,4,B6
12,2016,14090,4881,18971,4,B6
1,2017,14314,4950,19264,1,B6
2,2017,14363,4977,19340,1,B6
3,2017,14498,5017,19515,1,B6
4,2017,14705,5037,19742,2,B6
5,2017,14900,5129,20029,2,B6
6,2017,15051,5097,20148,2,B6
7,2017,15089,5100,20189,3,B6
8,2017,15017,5196,20213,3,B6
9,2017,15019,5192,20211,3,B6
10,2017,15158,5214,20372,4,B6
11,2017,15182,5212,20394,4,B6
12,2017,15139,5178,20317,4,B6
1,2018,15198,5249,20447,1,B6
2,2018,15363,5231,20594,1,B6
3,2018,15435,5171,20606,1,B6
4,2018,15582,5201,20783,2,B6
5,2018,15711,5234,20945,2,B6
6,2018,15716,5255,20971,2,B6
7,2018,15743,5285,21028,3,B6
8,2018,15741,5242,20983,3,B6
9,2018,15817,5294,21111,3,B6
10,2018,15855,5326,21181,4,B6
11,2018,15789,5289,21078,4,B6
12,2018,15767,5212,20979,4,B6
1,2019,15995,5211,21206,1,B6
2,2019,16079,5254,21333,1,B6
3,2019,16280,5204,21484,1,B6
4,2019,16398,5206,21604,2,B6
5,2019,16498,5148,21646,2,B6
6,2019,16642,5099,21741,2,B6
7,2019,16591,5080,21671,3,B6
8,2019,16602,5032,21634,3,B6
9,2019,16674,4972,21646,3,B6
10,2019,16751,4930,21681,4,B6
11,2019,16780,4906,21686,4,B6
12,2019,16648,4851,21499,4,B6
1,2020,16738,4860,21598,1,B6
2,2020,16856,4865,21721,1,B6
3,2020,16745,4801,21546,1,B6
4,2020,16756,4778,21534,2,B6
5,2020,16470,5155,21625,2,B6
6,2020,16418,5138,21556,2,B6
7,2020,16389,5028,21417,3,B6
8,2020,16246,4661,20907,3,B6
9,2020,15735,3913,19648,3,B6
10,2020,15539,3709,19248,4,B6
11,2020,15464,3650,19114,4,B6
12,2020,15377,3605,18982,4,B6
1,2021,15377,3641,19018,1,B6
2,2021,15296,3670,18966,1,B6
3,2021,15267,3678,18945,1,B6
4,2021,15127,3724,18851,2,B6
5,2021,15135,3674,18809,2,B6
6,2021,15088,3905,18993,2,B6
7,2021,15135,4074,19209,3,B6
8,2021,15154,4174,19328,3,B6
9,2021,15490,4368,19858,3,B6
10,2021,15947,4427,20374,4,B6
11,2021,16109,4440,20549,4,B6
12,2021,16293,4387,20680,4,B6
1,2022,16674,4467,21141,1,B6
2,2022,17062,4401,21463,1,B6
3,2022,17604,4363,21967,1,B6
4,2022,17936,4331,22267,2,B6
5,2022,18288,4450,22738,2,B6
6,2022,18303,4539,22842,2,B6
7,2022,18409,4561,22970,3,B6
8,2022,18333,4545,22878,3,B6
9,2022,18558,4506,23064,3,B6
10,2022,18786,4486,23272,4,B6
11,2022,18797,4448,23245,4,B6
12,2022,18661,4319,22980,4,B6
1,2023,18674,4282,22956,1,B6
2,2023,18938,4248,23186,1,B6
3,2023,19177,4197,23374,1,B6
4,2023,19322,4211,23533,2,B6
5,2023,19454,4143,23597,2,B6
6,2023,19272,4331,23603,2,B6
7,2023,19334,4180,23514,3,B6
8,2023,19077,4365,23442,3,B6
9,2023,19123,4344,23467,3,B6
10,2023,19551,3882,23433,4,B6
11,2023,19487,3872,23359,4,B6
12,2023,19372,3819,23191,4,B6
1,2024,19509,3808,23317,1,B6
2,2024,19337,3531,22868,1,B6
3,2024,19334,3473,22807,1,B6
4,2024,19511,3457,22968,2,B6
5,2024,19506,3466,22972,2,B6
6,2024,19467,3479,22946,2,B6
7,2024,19384,3450,22834,3,B6
8,2024,19384,3312,22696,3,B6
9,2024,19288,3292,22580,3,B6
10,2024,19386,3169,22555,4,B6
11,2024,19386,3169,22555,4,B6
12,2024,19338,3102,22440,4,B6
1,1990,2416,477,2893,1,HA
2,1990,2476,469,2945,1,HA
3,1990,2557,573,3130,1,HA
4,1990,2468,460,2928,2,HA
5,1990,2467,463,2930,2,HA
6,1990,2473,445,2918,2,HA
7,1990,2483,474,2957,3,HA
8,1990,2436,461,2897,3,HA
9,1990,2365,379,2744,3,HA
10,1990,2331,362,2693,4,HA
11,1990,2323,351,2674,4,HA
12,1990,2294,346,2640,4,HA
1,1991,2270,353,2623,1,HA
2,1991,2260,356,2616,1,HA
3,1991,2260,355,2615,1,HA
4,1991,2269,396,2665,2,HA
5,1991,2291,403,2694,2,HA
6,1991,2308,403,2711,2,HA
7,1991,2332,390,2722,3,HA
8,1991,2334,390,2724,3,HA
9,1991,2328,379,2707,3,HA
10,1991,2314,372,2686,4,HA
11,1991,2315,378,2693,4,HA
12,1991,2322,380,2702,4,HA
1,1992,2322,386,2708,1,HA
2,1992,2328,415,2743,1,HA
3,1992,2328,415,2743,1,HA
4,1992,2394,429,2823,2,HA
5,1992,2425,447,2872,2,HA
6,1992,2465,460,2925,2,HA
7,1992,2507,475,2982,3,HA
8,1992,2520,452,2972,3,HA
9,1992,2525,411,2936,3,HA
10,1992,2519,407,2926,4,HA
11,1992,2524,389,2913,4,HA
12,1992,2502,389,2891,4,HA
1,1993,2413,369,2782,1,HA
2,1993,2253,352,2605,1,HA
3,1993,2239,348,2587,1,HA
4,1993,2239,346,2585,2,HA
5,1993,2233,348,2581,2,HA
6,1993,2261,394,2655,2,HA
7,1993,2275,336,2611,3,HA
8,1993,2245,345,2590,3,HA
9,1993,2028,344,2372,3,HA
10,1993,1985,349,2334,4,HA
11,1993,1955,359,2314,4,HA
12,1993,1943,351,2294,4,HA
1,1994,1946,342,2288,1,HA
2,1994,2128,339,2467,1,HA
3,1994,2119,342,2461,1,HA
4,1994,2121,353,2474,2,HA
5,1994,2139,393,2532,2,HA
6,1994,2162,399,2561,2,HA
7,1994,2178,383,2561,3,HA
8,1994,2158,407,2565,3,HA
9,1994,2131,374,2505,3,HA
10,1994,2093,377,2470,4,HA
11,1994,2085,369,2454,4,HA
12,1994,2097,360,2457,4,HA
1,1995,2105,355,2460,1,HA
2,1995,2106,349,2455,1,HA
3,1995,2089,346,2435,1,HA
4,1995,2056,345,2401,2,HA
5,1995,2095,359,2454,2,HA
6,1995,2093,374,2467,2,HA
7,1995,2095,368,2463,3,HA
8,1995,2094,359,2453,3,HA
9,1995,2073,337,2410,3,HA
10,1995,2076,337,2413,4,HA
11,1995,2065,350,2415,4,HA
12,1995,2053,247,2300,4,HA
1,1996,2051,347,2398,1,HA
2,1996,2048,345,2393,1,HA
3,1996,2049,352,2401,1,HA
4,1996,2049,365,2414,2,HA
5,1996,2073,389,2462,2,HA
6,1996,2072,407,2479,2,HA
7,1996,2084,388,2472,3,HA
8,1996,2078,384,2462,3,HA
9,1996,2076,371,2447,3,HA
10,1996,2084,369,2453,4,HA
11,1996,2096,365,2461,4,HA
12,1996,2163,360,2523,4,HA
1,1997,2162,354,2516,1,HA
2,1997,2163,353,2516,1,HA
3,1997,2169,346,2515,1,HA
4,1997,2162,352,2514,2,HA
5,1997,2165,378,2543,2,HA
6,1997,2171,397,2568,2,HA
7,1997,2169,410,2579,3,HA
8,1997,2169,401,2570,3,HA
9,1997,2168,405,2573,3,HA
10,1997,2168,391,2559,4,HA
11,1997,2165,389,2554,4,HA
12,1997,2172,379,2551,4,HA
1,1998,2170,389,2559,1,HA
2,1998,2167,388,2555,1,HA
3,1998,2170,405,2575,1,HA
4,1998,2164,400,2564,2,HA
5,1998,2196,426,2622,2,HA
6,1998,2204,451,2655,2,HA
7,1998,2215,491,2706,3,HA
8,1998,2220,482,2702,3,HA
9,1998,2238,437,2675,3,HA
10,1998,2240,456,2696,4,HA
11,1998,2239,448,2687,4,HA
12,1998,2245,452,2697,4,HA
1,1999,2256,444,2700,1,HA
2,1999,2327,421,2748,1,HA
3,1999,2412,437,2849,1,HA
4,1999,2440,467,2907,2,HA
5,1999,2484,572,3056,2,HA
6,1999,2534,618,3152,2,HA
7,1999,2551,616,3167,3,HA
8,1999,2577,613,3190,3,HA
9,1999,2603,549,3152,3,HA
10,1999,2612,543,3155,4,HA
11,1999,2655,547,3202,4,HA
12,1999,2569,522,3091,4,HA
1,2000,2702,530,3232,1,HA
2,2000,2754,517,3271,1,HA
3,2000,2780,535,3315,1,HA
4,2000,2795,543,3338,2,HA
5,2000,2842,594,3436,2,HA
6,2000,2879,591,3470,2,HA
7,2000,2890,605,3495,3,HA
8,2000,2889,598,3487,3,HA
9,2000,2887,559,3446,3,HA
10,2000,2871,547,3418,4,HA
11,2000,2849,560,3409,4,HA
12,2000,2874,561,3435,4,HA
1,2001,2876,561,3437,1,HA
2,2001,2878,544,3422,1,HA
3,2001,2874,548,3422,1,HA
4,2001,2902,561,3463,2,HA
5,2001,2931,586,3517,2,HA
6,2001,2943,595,3538,2,HA
7,2001,2947,592,3539,3,HA
8,2001,2960,580,3540,3,HA
9,2001,2659,481,3140,3,HA
10,2001,2596,497,3093,4,HA
11,2001,2573,503,3076,4,HA
12,2001,2572,497,3069,4,HA
1,2002,2583,492,3075,1,HA
2,2002,2581,503,3084,1,HA
3,2002,2573,485,3058,1,HA
4,2002,2570,496,3066,2,HA
5,2002,2706,478,3184,2,HA
6,2002,2785,536,3321,2,HA
7,2002,2793,581,3374,3,HA
8,2002,2777,605,3382,3,HA
9,2002,2775,621,3396,3,HA
10,2002,2778,589,3367,4,HA
11,2002,2754,573,3327,4,HA
12,2002,2719,504,3223,4,HA
1,2003,2801,510,3311,1,HA
2,2003,2773,512,3285,1,HA
3,2003,2684,536,3220,1,HA
4,2003,2665,548,3213,2,HA
5,2003,2618,640,3258,2,HA
6,2003,2642,634,3276,2,HA
7,2003,2654,639,3293,3,HA
8,2003,2637,673,3310,3,HA
9,2003,2590,654,3244,3,HA
10,2003,2592,660,3252,4,HA
11,2003,2634,668,3302,4,HA
12,2003,2625,685,3310,4,HA
1,2004,2631,646,3277,1,HA
2,2004,2649,642,3291,1,HA
3,2004,2619,679,3298,1,HA
4,2004,2635,668,3303,2,HA
5,2004,2663,693,3356,2,HA
6,2004,2712,677,3389,2,HA
7,2004,2702,699,3401,3,HA
8,2004,2687,688,3375,3,HA
9,2004,2673,671,3344,3,HA
10,2004,2664,676,3340,4,HA
11,2004,2710,675,3385,4,HA
12,2004,3685,686,4371,4,HA
1,2005,2673,671,3344,1,HA
2,2005,2675,684,3359,1,HA
3,2005,2670,669,3339,1,HA
4,2005,2677,674,3351,2,HA
5,2005,2679,655,3334,2,HA
6,2005,2698,658,3356,2,HA
7,2005,2711,659,3370,3,HA
8,2005,2711,694,3405,3,HA
9,2005,2700,719,3419,3,HA
10,2005,2709,760,3469,4,HA
11,2005,2711,750,3461,4,HA
12,2005,2689,765,3454,4,HA
1,2006,2663,753,3416,1,HA
2,2006,2641,765,3406,1,HA
3,2006,2663,758,3421,1,HA
4,2006,2674,767,3441,2,HA
5,2006,2679,778,3457,2,HA
6,2006,2671,779,3450,2,HA
7,2006,2667,760,3427,3,HA
8,2006,2689,762,3451,3,HA
9,2006,2714,783,3497,3,HA
10,2006,2611,759,3370,4,HA
11,2006,2719,782,3501,4,HA
12,2006,2742,832,3574,4,HA
1,2007,2774,811,3585,1,HA
2,2007,2778,815,3593,1,HA
3,2007,2773,837,3610,1,HA
4,2007,2772,826,3598,2,HA
5,2007,2727,805,3532,2,HA
6,2007,2675,806,3481,2,HA
7,2007,2678,802,3480,3,HA
8,2007,2669,792,3461,3,HA
9,2007,2663,775,3438,3,HA
10,2007,2640,791,3431,4,HA
11,2007,2640,791,3431,4,HA
12,2007,2650,795,3445,4,HA
1,2008,2649,761,3410,1,HA
2,2008,2674,763,3437,1,HA
3,2008,2695,805,3500,1,HA
4,2008,2695,763,3458,2,HA
5,2008,2723,868,3591,2,HA
6,2008,2774,900,3674,2,HA
7,2008,2821,894,3715,3,HA
8,2008,2808,894,3702,3,HA
9,2008,2816,876,3692,3,HA
10,2008,2911,883,3794,4,HA
11,2008,2818,866,3684,4,HA
12,2008,2817,890,3707,4,HA
1,2009,2821,883,3704,1,HA
2,2009,2828,875,3703,1,HA
3,2009,2836,881,3717,1,HA
4,2009,2901,888,3789,2,HA
5,2009,2924,812,3736,2,HA
6,2009,2946,809,3755,2,HA
7,2009,2955,825,3780,3,HA
8,2009,2946,813,3759,3,HA
9,2009,2960,820,3780,3,HA
10,2009,2960,830,3790,4,HA
11,2009,2982,839,3821,4,HA
12,2009,2988,856,3844,4,HA
1,2010,2994,863,3857,1,HA
2,2010,2994,860,3854,1,HA
3,2010,2997,879,3876,1,HA
4,2010,2990,880,3870,2,HA
5,2010,2999,904,3903,2,HA
6,2010,3032,908,3940,2,HA
7,2010,3039,913,3952,3,HA
8,2010,3058,909,3967,3,HA
9,2010,3055,903,3958,3,HA
10,2010,3064,921,3985,4,HA
11,2010,3089,932,4021,4,HA
12,2010,3094,929,4023,4,HA
1,2011,3070,930,4000,1,HA
2,2011,3066,933,3999,1,HA
3,2011,3084,940,4024,1,HA
4,2011,3136,920,4056,2,HA
5,2011,3176,914,4090,2,HA
6,2011,3240,906,4146,2,HA
7,2011,3240,906,4146,3,HA
8,2011,3256,919,4175,3,HA
9,2011,3273,949,4222,3,HA
10,2011,3278,949,4227,4,HA
11,2011,3309,946,4255,4,HA
12,2011,3350,964,4314,4,HA
1,2012,3357,964,4321,1,HA
2,2012,3476,962,4438,1,HA
3,2012,3496,955,4451,1,HA
4,2012,3578,942,4520,2,HA
5,2012,3649,953,4602,2,HA
6,2012,3653,971,4624,2,HA
7,2012,3684,962,4646,3,HA
8,2012,3757,973,4730,3,HA
9,2012,3783,973,4756,3,HA
10,2012,3815,1002,4817,4,HA
11,2012,3832,1039,4871,4,HA
12,2012,3866,1040,4906,4,HA
1,2013,3877,1032,4909,1,HA
2,2013,3940,1025,4965,1,HA
3,2013,3939,1023,4962,1,HA
4,2013,4045,1013,5058,2,HA
5,2013,4117,1002,5119,2,HA
6,2013,4154,1003,5157,2,HA
7,2013,4181,1002,5183,3,HA
8,2013,4204,1011,5215,3,HA
9,2013,4213,1020,5233,3,HA
10,2013,4231,1018,5249,4,HA
11,2013,4234,1020,5254,4,HA
12,2013,4237,1012,5249,4,HA
1,2014,4252,1043,5295,1,HA
2,2014,4258,1053,5311,1,HA
3,2014,4269,1070,5339,1,HA
4,2014,4264,1081,5345,2,HA
5,2014,4265,1098,5363,2,HA
6,2014,4262,1100,5362,2,HA
7,2014,4252,1097,5349,3,HA
8,2014,4259,1087,5346,3,HA
9,2014,4259,1072,5331,3,HA
10,2014,4263,1075,5338,4,HA
11,2014,4304,1080,5384,4,HA
12,2014,4311,1069,5380,4,HA
1,2015,4314,1071,5385,1,HA
2,2015,4318,1063,5381,1,HA
3,2015,4322,1049,5371,1,HA
4,2015,4344,1035,5379,2,HA
5,2015,4395,1044,5439,2,HA
6,2015,4400,1039,5439,2,HA
7,2015,4421,1033,5454,3,HA
8,2015,4436,1029,5465,3,HA
9,2015,4444,1031,5475,3,HA
10,2015,4460,1037,5497,4,HA
11,2015,4477,1041,5518,4,HA
12,2015,4499,1049,5548,4,HA
1,2016,4538,1062,5600,1,HA
2,2016,4598,1071,5669,1,HA
3,2016,4628,1093,5721,1,HA
4,2016,4665,1118,5783,2,HA
5,2016,4736,1155,5891,2,HA
6,2016,4760,1185,5945,2,HA
7,2016,4796,1195,5991,3,HA
8,2016,4840,1219,6059,3,HA
9,2016,4859,1215,6074,3,HA
10,2016,4892,1217,6109,4,HA
